datetime,value,occupancy,value2,value3
2019-05-27 14:00:00+00:00,17.3,14,93,60
2019-05-27 13:00:00+00:00,17.5,72,3,24
2019-05-27 12:00:00+00:00,17.3,39,42,69
2019-05-27 11:00:00+00:00,19.3,61,78,36
2019-05-27 10:00:00+00:00,23.3,61,43,15
2019-05-27 09:00:00+00:00,31.4,71,71,34
2019-05-27 08:00:00+00:00,34.2,65,86,57
2019-05-27 07:00:00+00:00,29.5,43,39,96
2019-05-27 06:00:00+00:00,29.1,1,14,1
2019-05-27 05:00:00+00:00,20.3,90,69,44
2019-05-27 04:00:00+00:00,6.5,17,43,58
2019-05-27 03:00:00+00:00,4.8,35,31,62
2019-05-27 02:00:00+00:00,5.9,49,45,22
2019-05-27 01:00:00+00:00,7.1,71,70,40
2019-05-27 00:00:00+00:00,9.5,34,92,17
2019-05-26 23:00:00+00:00,10.3,51,86,6
2019-05-26 22:00:00+00:00,15.2,22,62,53
2019-05-26 21:00:00+00:00,16.1,92,98,49
2019-05-26 20:00:00+00:00,16.6,88,53,68
2019-05-26 19:00:00+00:00,17.8,59,83,97
2019-05-26 18:00:00+00:00,22.8,20,97,98
2019-05-26 17:00:00+00:00,17.3,29,33,61
2019-05-26 16:00:00+00:00,17.1,64,88,10
2019-05-26 15:00:00+00:00,11.7,4,96,54
2019-05-26 14:00:00+00:00,15.3,52,72,41
2019-05-26 13:00:00+00:00,12.5,23,66,33
2019-05-26 12:00:00+00:00,11.5,99,96,45
2019-05-26 11:00:00+00:00,13.3,89,42,96
2019-05-26 10:00:00+00:00,11.3,81,91,0
2019-05-26 09:00:00+00:00,10.3,11,14,35
2019-05-26 08:00:00+00:00,11.0,53,90,6
2019-05-26 07:00:00+00:00,13.4,59,42,95
2019-05-26 06:00:00+00:00,15.1,45,64,26
2019-05-26 05:00:00+00:00,16.8,92,65,82
2019-05-26 04:00:00+00:00,22.3,37,83,45
2019-05-26 03:00:00+00:00,22.9,43,73,72
2019-05-26 02:00:00+00:00,23.4,88,38,64
2019-05-26 01:00:00+00:00,49.8,12,62,3
2019-05-26 00:00:00+00:00,67.0,57,1,0
2019-05-25 23:00:00+00:00,70.2,56,69,99
2019-05-25 22:00:00+00:00,63.9,8,88,26
2019-05-25 21:00:00+00:00,39.5,42,89,78
2019-05-25 20:00:00+00:00,43.6,5,26,95
2019-05-25 19:00:00+00:00,22.1,23,28,37
2019-05-25 18:00:00+00:00,30.4,57,21,31
2019-05-25 17:00:00+00:00,20.6,96,73,21
2019-05-25 16:00:00+00:00,31.9,84,14,22
2019-05-25 15:00:00+00:00,30.0,86,3,65
2019-05-25 14:00:00+00:00,23.6,83,58,94
2019-05-25 13:00:00+00:00,26.1,14,31,25
2019-05-25 12:00:00+00:00,18.6,16,96,27
2019-05-25 11:00:00+00:00,19.5,36,89,20
2019-05-25 10:00:00+00:00,26.3,53,20,53
2019-05-25 09:00:00+00:00,33.6,8,26,60
2019-05-25 08:00:00+00:00,44.5,42,77,99
2019-05-25 07:00:00+00:00,42.1,96,93,64
2019-05-25 06:00:00+00:00,36.9,76,39,52
2019-05-25 02:00:00+00:00,20.3,0,35,57
2019-05-25 01:00:00+00:00,12.8,78,81,19
2019-05-25 00:00:00+00:00,17.4,4,69,21
2019-05-24 23:00:00+00:00,16.5,50,69,11
2019-05-24 22:00:00+00:00,18.0,4,80,89
2019-05-24 21:00:00+00:00,18.1,20,85,40
2019-05-24 20:00:00+00:00,31.7,72,81,98
2019-05-24 19:00:00+00:00,21.9,48,21,74
2019-05-24 18:00:00+00:00,23.3,48,15,61
2019-05-24 17:00:00+00:00,25.2,64,61,83
2019-05-24 16:00:00+00:00,27.3,74,90,9
2019-05-24 15:00:00+00:00,22.7,4,50,51
2019-05-24 14:00:00+00:00,20.5,10,6,49
2019-05-24 13:00:00+00:00,24.3,32,2,67
2019-05-24 12:00:00+00:00,29.3,48,9,19
2019-05-24 11:00:00+00:00,40.6,43,30,25
2019-05-24 10:00:00+00:00,28.6,49,94,59
2019-05-24 09:00:00+00:00,37.9,23,3,23
2019-05-24 08:00:00+00:00,45.9,55,77,40
2019-05-24 07:00:00+00:00,54.8,23,20,1
2019-05-24 06:00:00+00:00,40.7,94,69,58
2019-05-24 05:00:00+00:00,35.9,22,9,67
2019-05-24 04:00:00+00:00,28.1,21,46,50
2019-05-24 03:00:00+00:00,19.4,19,10,72
2019-05-24 02:00:00+00:00,28.4,49,72,95
2019-05-24 01:00:00+00:00,28.8,69,0,12
2019-05-24 00:00:00+00:00,32.8,59,13,19
2019-05-23 23:00:00+00:00,23.2,13,25,51
2019-05-23 22:00:00+00:00,61.9,60,25,42
2019-05-23 21:00:00+00:00,47.0,69,12,96
2019-05-23 20:00:00+00:00,33.8,31,11,64
2019-05-23 19:00:00+00:00,28.0,73,64,45
2019-05-23 18:00:00+00:00,23.5,35,3,77
2019-05-23 17:00:00+00:00,22.7,31,30,51
2019-05-23 16:00:00+00:00,17.8,30,84,93
2019-05-23 15:00:00+00:00,17.5,37,97,47
2019-05-23 14:00:00+00:00,17.2,92,83,91
2019-05-23 13:00:00+00:00,21.2,17,75,20
2019-05-23 12:00:00+00:00,16.4,0,55,53
2019-05-23 11:00:00+00:00,17.0,73,67,13
2019-05-23 10:00:00+00:00,28.3,42,81,26
2019-05-23 09:00:00+00:00,79.4,21,31,42
2019-05-23 08:00:00+00:00,97.0,35,26,82
2019-05-23 07:00:00+00:00,91.8,70,74,25
2019-05-23 06:00:00+00:00,79.6,99,79,7
2019-05-23 05:00:00+00:00,68.7,32,30,72
2019-05-23 04:00:00+00:00,71.9,29,91,94
2019-05-23 03:00:00+00:00,76.8,11,30,46
2019-05-23 02:00:00+00:00,66.6,51,62,17
2019-05-23 01:00:00+00:00,53.1,64,62,42
2019-05-23 00:00:00+00:00,53.3,13,4,10
2019-05-22 23:00:00+00:00,62.1,93,45,62
2019-05-22 22:00:00+00:00,29.8,90,24,14
2019-05-22 21:00:00+00:00,37.7,52,27,42
2019-05-22 20:00:00+00:00,44.9,97,59,51
2019-05-22 19:00:00+00:00,36.2,81,78,2
2019-05-22 18:00:00+00:00,34.1,70,66,67
2019-05-22 17:00:00+00:00,36.1,46,22,65
2019-05-22 16:00:00+00:00,34.9,51,99,21
2019-05-22 15:00:00+00:00,33.2,15,98,45
2019-05-22 14:00:00+00:00,40.0,19,24,61
2019-05-22 13:00:00+00:00,38.5,88,44,60
2019-05-22 12:00:00+00:00,42.2,34,40,51
2019-05-22 11:00:00+00:00,42.6,69,15,14
2019-05-22 10:00:00+00:00,57.8,79,23,98
2019-05-22 09:00:00+00:00,63.1,57,52,17
2019-05-22 08:00:00+00:00,70.8,59,90,14
2019-05-22 07:00:00+00:00,75.4,25,43,94
2019-05-22 06:00:00+00:00,75.7,10,59,46
2019-05-22 05:00:00+00:00,45.1,96,48,79
2019-05-22 04:00:00+00:00,33.7,51,51,7
2019-05-22 03:00:00+00:00,25.2,77,85,71
2019-05-22 02:00:00+00:00,19.2,23,13,33
2019-05-22 01:00:00+00:00,27.9,29,14,92
2019-05-22 00:00:00+00:00,27.1,22,1,33
2019-05-21 23:00:00+00:00,29.5,33,73,62
2019-05-21 22:00:00+00:00,33.2,49,58,44
2019-05-21 21:00:00+00:00,43.0,91,53,99
2019-05-21 20:00:00+00:00,40.8,33,51,16
2019-05-21 19:00:00+00:00,50.0,83,82,1
2019-05-21 18:00:00+00:00,54.3,69,85,92
2019-05-21 17:00:00+00:00,75.0,62,79,99
2019-05-21 16:00:00+00:00,42.3,30,34,79
2019-05-21 15:00:00+00:00,36.6,61,83,21
2019-05-21 14:00:00+00:00,47.8,11,72,97
2019-05-21 13:00:00+00:00,49.7,83,80,87
2019-05-21 12:00:00+00:00,30.5,12,41,59
2019-05-21 11:00:00+00:00,25.5,53,59,21
2019-05-21 10:00:00+00:00,30.4,71,41,87
2019-05-21 09:00:00+00:00,48.1,84,56,23
2019-05-21 08:00:00+00:00,54.2,65,85,12
2019-05-21 07:00:00+00:00,56.0,67,38,1
2019-05-21 06:00:00+00:00,62.6,59,8,15
2019-05-21 05:00:00+00:00,38.0,10,80,92
2019-05-21 04:00:00+00:00,18.5,37,72,47
2019-05-21 03:00:00+00:00,17.9,44,61,20
2019-05-21 02:00:00+00:00,17.7,78,90,73
2019-05-21 01:00:00+00:00,16.3,82,40,90
2019-05-21 00:00:00+00:00,16.9,96,28,97
2019-05-20 23:00:00+00:00,19.6,59,59,78
2019-05-20 22:00:00+00:00,20.7,61,7,15
2019-05-20 21:00:00+00:00,20.3,91,75,59
2019-05-20 20:00:00+00:00,21.6,95,75,35
2019-05-20 19:00:00+00:00,21.3,34,37,80
2019-05-20 18:00:00+00:00,32.2,28,37,92
2019-05-20 17:00:00+00:00,24.6,42,73,19
2019-05-20 16:00:00+00:00,32.4,58,41,9
2019-05-20 15:00:00+00:00,26.5,20,98,42
2019-05-20 14:00:00+00:00,27.5,57,4,95
2019-05-20 13:00:00+00:00,23.7,52,69,33
2019-05-20 12:00:00+00:00,23.8,55,69,67
2019-05-20 11:00:00+00:00,35.4,77,13,44
2019-05-20 10:00:00+00:00,43.9,76,96,98
2019-05-20 09:00:00+00:00,45.5,95,58,18
2019-05-20 08:00:00+00:00,46.1,80,47,5
2019-05-20 07:00:00+00:00,46.9,88,93,35
2019-05-20 06:00:00+00:00,40.1,79,98,85
2019-05-20 05:00:00+00:00,25.2,37,36,37
2019-05-20 04:00:00+00:00,14.9,52,81,51
2019-05-20 03:00:00+00:00,12.6,72,46,37
2019-05-20 02:00:00+00:00,12.1,50,22,83
2019-05-20 01:00:00+00:00,12.8,63,65,36
2019-05-20 00:00:00+00:00,16.4,58,47,23
2019-05-19 23:00:00+00:00,18.8,19,50,25
2019-05-19 22:00:00+00:00,22.2,10,44,62
2019-05-19 21:00:00+00:00,23.2,86,74,56
2019-05-19 20:00:00+00:00,35.6,52,48,92
2019-05-19 19:00:00+00:00,51.2,77,34,25
2019-05-19 18:00:00+00:00,32.7,57,2,63
2019-05-19 17:00:00+00:00,33.9,36,20,19
2019-05-19 16:00:00+00:00,32.5,97,67,83
2019-05-19 15:00:00+00:00,31.7,4,74,45
2019-05-19 14:00:00+00:00,23.8,93,15,94
2019-05-19 13:00:00+00:00,21.0,92,51,16
2019-05-19 12:00:00+00:00,27.9,28,32,19
2019-05-19 11:00:00+00:00,32.6,4,36,75
2019-05-19 10:00:00+00:00,31.0,58,49,47
2019-05-19 09:00:00+00:00,33.0,84,78,50
2019-05-19 08:00:00+00:00,31.7,13,44,0
2019-05-19 07:00:00+00:00,32.4,64,96,50
2019-05-19 06:00:00+00:00,31.1,71,69,95
2019-05-19 05:00:00+00:00,40.9,94,6,98
2019-05-19 04:00:00+00:00,39.4,63,74,68
2019-05-19 03:00:00+00:00,36.4,1,46,52
2019-05-19 02:00:00+00:00,38.1,54,82,69
2019-05-19 01:00:00+00:00,34.9,46,87,19
2019-05-19 00:00:00+00:00,49.6,57,89,84
2019-05-18 23:00:00+00:00,50.2,25,38,93
2019-05-18 22:00:00+00:00,62.5,55,70,9
2019-05-18 21:00:00+00:00,59.3,81,56,63
2019-05-18 20:00:00+00:00,36.2,30,37,78
2019-05-18 19:00:00+00:00,67.5,4,93,4
2019-05-18 18:00:00+00:00,14.5,30,70,50
2019-05-18 17:00:00+00:00,12.8,26,71,23
2019-05-18 16:00:00+00:00,14.6,70,85,77
2019-05-18 15:00:00+00:00,13.0,81,80,15
2019-05-18 14:00:00+00:00,11.8,98,15,93
2019-05-18 13:00:00+00:00,10.5,79,62,41
2019-05-18 12:00:00+00:00,12.9,28,96,37
2019-05-18 11:00:00+00:00,17.5,19,59,22
2019-05-18 10:00:00+00:00,24.1,73,22,43
2019-05-18 09:00:00+00:00,21.1,49,7,9
2019-05-18 08:00:00+00:00,20.4,43,95,94
2019-05-18 07:00:00+00:00,27.4,85,56,27
2019-05-18 06:00:00+00:00,22.1,9,57,98
2019-05-18 05:00:00+00:00,20.1,23,63,12
2019-05-18 04:00:00+00:00,16.6,54,50,47
2019-05-18 03:00:00+00:00,16.1,76,54,88
2019-05-18 02:00:00+00:00,29.0,44,19,51
2019-05-18 01:00:00+00:00,37.4,48,60,81
2019-05-18 00:00:00+00:00,31.5,29,2,23
2019-05-17 23:00:00+00:00,34.1,10,51,35
2019-05-17 22:00:00+00:00,28.2,92,82,4
2019-05-17 21:00:00+00:00,24.3,81,50,1
2019-05-17 20:00:00+00:00,23.5,10,4,28
2019-05-17 19:00:00+00:00,24.7,82,73,52
2019-05-17 18:00:00+00:00,33.6,54,21,53
2019-05-17 17:00:00+00:00,27.9,74,79,3
2019-05-17 16:00:00+00:00,20.7,95,68,77
2019-05-17 15:00:00+00:00,22.2,95,45,8
2019-05-17 14:00:00+00:00,27.0,11,46,51
2019-05-17 13:00:00+00:00,37.9,99,4,94
2019-05-17 12:00:00+00:00,46.5,67,95,18
2019-05-17 11:00:00+00:00,43.1,70,68,14
2019-05-17 10:00:00+00:00,51.5,87,64,89
2019-05-17 09:00:00+00:00,60.5,79,97,78
2019-05-17 08:00:00+00:00,57.5,86,64,81
2019-05-17 07:00:00+00:00,55.0,71,31,72
2019-05-17 06:00:00+00:00,46.3,84,46,27
2019-05-17 05:00:00+00:00,34.0,5,23,53
2019-05-17 04:00:00+00:00,28.4,41,70,82
2019-05-17 03:00:00+00:00,26.6,50,53,19
2019-05-17 02:00:00+00:00,24.6,42,85,96
2019-05-17 01:00:00+00:00,26.1,63,16,42
2019-05-17 00:00:00+00:00,46.3,30,45,49
2019-05-16 23:00:00+00:00,43.7,83,80,0
2019-05-16 22:00:00+00:00,37.1,31,59,27
2019-05-16 21:00:00+00:00,24.3,24,26,71
2019-05-16 20:00:00+00:00,24.8,97,55,69
2019-05-16 19:00:00+00:00,14.4,97,39,36
2019-05-16 18:00:00+00:00,15.9,32,58,97
2019-05-16 17:00:00+00:00,13.5,96,83,86
2019-05-16 16:00:00+00:00,10.3,16,75,97
2019-05-16 15:00:00+00:00,10.1,20,56,37
2019-05-16 14:00:00+00:00,8.1,72,88,16
2019-05-16 13:00:00+00:00,8.5,90,50,87
2019-05-16 12:00:00+00:00,9.2,94,57,32
2019-05-16 11:00:00+00:00,10.5,37,84,96
2019-05-16 10:00:00+00:00,13.5,94,85,66
2019-05-16 09:00:00+00:00,29.5,90,46,2
2019-05-16 08:00:00+00:00,39.4,37,47,69
2019-05-16 07:00:00+00:00,40.0,78,39,83
2019-05-16 05:00:00+00:00,52.6,25,92,56
2019-05-16 04:00:00+00:00,37.0,69,28,2
2019-05-16 03:00:00+00:00,27.9,20,12,20
2019-05-16 02:00:00+00:00,26.7,96,93,24
2019-05-16 01:00:00+00:00,26.0,87,62,55
2019-05-16 00:00:00+00:00,27.4,10,56,78
2019-05-15 23:00:00+00:00,30.9,96,93,54
2019-05-15 22:00:00+00:00,44.1,6,74,20
2019-05-15 21:00:00+00:00,36.0,72,70,2
2019-05-15 20:00:00+00:00,30.1,97,26,89
2019-05-15 19:00:00+00:00,20.3,11,79,42
2019-05-15 18:00:00+00:00,16.5,44,61,36
2019-05-15 17:00:00+00:00,12.9,37,91,85
2019-05-15 16:00:00+00:00,12.2,5,43,58
2019-05-15 15:00:00+00:00,12.9,83,5,7
2019-05-15 14:00:00+00:00,11.9,2,75,3
2019-05-15 13:00:00+00:00,10.0,43,57,43
2019-05-15 12:00:00+00:00,9.4,24,51,30
2019-05-15 11:00:00+00:00,0.0,59,61,37
2019-05-15 10:00:00+00:00,0.0,35,46,1
2019-05-15 09:00:00+00:00,0.0,29,81,51
2019-05-15 08:00:00+00:00,25.7,17,26,45
2019-05-15 07:00:00+00:00,32.1,35,98,21
2019-05-15 06:00:00+00:00,48.1,95,30,44
2019-05-15 05:00:00+00:00,46.5,62,2,31
2019-05-15 04:00:00+00:00,28.9,63,31,78
2019-05-15 03:00:00+00:00,17.9,91,25,77
2019-05-15 02:00:00+00:00,16.8,20,63,49
2019-05-15 01:00:00+00:00,17.2,69,14,37
2019-05-15 00:00:00+00:00,18.8,22,51,38
2019-05-14 23:00:00+00:00,24.3,74,42,80
2019-05-14 22:00:00+00:00,30.9,43,81,99
2019-05-14 21:00:00+00:00,29.0,84,3,87
2019-05-14 20:00:00+00:00,28.4,92,28,26
2019-05-14 19:00:00+00:00,23.3,77,98,80
2019-05-14 18:00:00+00:00,17.9,42,95,11
2019-05-14 17:00:00+00:00,17.7,90,72,7
2019-05-14 16:00:00+00:00,15.3,80,84,50
2019-05-14 15:00:00+00:00,13.4,83,1,39
2019-05-14 14:00:00+00:00,15.2,93,60,18
2019-05-14 13:00:00+00:00,11.0,37,93,81
2019-05-14 12:00:00+00:00,10.2,11,11,3
2019-05-14 11:00:00+00:00,11.3,7,32,59
2019-05-14 10:00:00+00:00,12.9,40,69,1
2019-05-14 09:00:00+00:00,19.0,40,23,57
2019-05-14 08:00:00+00:00,28.8,39,26,93
2019-05-14 07:00:00+00:00,41.3,73,40,46
2019-05-14 06:00:00+00:00,46.1,24,45,20
2019-05-14 05:00:00+00:00,38.6,66,50,46
2019-05-14 04:00:00+00:00,31.6,11,28,92
2019-05-14 03:00:00+00:00,22.1,13,28,99
2019-05-14 02:00:00+00:00,19.0,44,4,26
2019-05-14 01:00:00+00:00,19.1,58,15,67
2019-05-14 00:00:00+00:00,20.9,52,25,82
2019-05-13 23:00:00+00:00,22.8,2,84,4
2019-05-13 22:00:00+00:00,27.3,82,26,39
2019-05-13 21:00:00+00:00,30.4,95,79,34
2019-05-13 20:00:00+00:00,28.3,37,39,93
2019-05-13 19:00:00+00:00,23.9,52,64,88
2019-05-13 18:00:00+00:00,15.5,86,2,61
2019-05-13 17:00:00+00:00,13.0,33,81,68
2019-05-13 16:00:00+00:00,12.1,32,12,55
2019-05-13 15:00:00+00:00,10.6,89,74,44
2019-05-13 14:00:00+00:00,10.7,28,73,72
2019-05-13 13:00:00+00:00,10.1,10,63,38
2019-05-13 12:00:00+00:00,9.2,8,69,95
2019-05-13 11:00:00+00:00,9.6,84,60,3
2019-05-13 10:00:00+00:00,12.8,12,57,71
2019-05-13 09:00:00+00:00,20.6,66,18,39
2019-05-13 08:00:00+00:00,32.1,97,44,18
2019-05-13 07:00:00+00:00,41.0,33,63,46
2019-05-13 06:00:00+00:00,45.2,2,87,53
2019-05-13 05:00:00+00:00,38.3,82,2,67
2019-05-13 04:00:00+00:00,25.1,38,99,34
2019-05-13 03:00:00+00:00,18.9,31,72,19
2019-05-13 02:00:00+00:00,18.5,92,13,91
2019-05-13 01:00:00+00:00,18.9,17,59,65
2019-05-13 00:00:00+00:00,25.0,7,75,41
2019-05-12 23:00:00+00:00,32.5,70,26,72
2019-05-12 22:00:00+00:00,46.5,10,68,40
2019-05-12 21:00:00+00:00,34.2,24,25,20
2019-05-12 20:00:00+00:00,24.1,55,92,19
2019-05-12 19:00:00+00:00,19.5,24,12,43
2019-05-12 18:00:00+00:00,18.2,11,69,62
2019-05-12 17:00:00+00:00,13.9,53,11,30
2019-05-12 16:00:00+00:00,11.7,79,67,29
2019-05-12 15:00:00+00:00,9.6,86,5,85
2019-05-12 14:00:00+00:00,9.1,52,0,49
2019-05-12 13:00:00+00:00,8.7,21,82,5
2019-05-12 12:00:00+00:00,10.9,74,97,37
2019-05-12 11:00:00+00:00,11.4,70,94,57
2019-05-12 10:00:00+00:00,11.4,2,20,51
2019-05-12 09:00:00+00:00,11.7,94,15,15
2019-05-12 08:00:00+00:00,14.6,61,96,71
2019-05-12 07:00:00+00:00,15.9,93,70,60
2019-05-12 06:00:00+00:00,20.1,71,22,65
2019-05-12 05:00:00+00:00,19.2,57,14,19
2019-05-12 04:00:00+00:00,16.2,20,81,55
2019-05-12 03:00:00+00:00,16.0,25,82,62
2019-05-12 02:00:00+00:00,17.2,84,19,18
2019-05-12 01:00:00+00:00,19.2,72,26,19
2019-05-12 00:00:00+00:00,22.8,78,55,77
2019-05-11 23:00:00+00:00,26.4,3,92,27
2019-05-11 22:00:00+00:00,27.7,94,95,65
2019-05-11 21:00:00+00:00,21.1,36,94,85
2019-05-11 20:00:00+00:00,24.2,96,29,43
2019-05-11 19:00:00+00:00,31.2,86,97,35
2019-05-11 18:00:00+00:00,33.1,70,78,76
2019-05-11 17:00:00+00:00,32.0,45,12,40
2019-05-11 16:00:00+00:00,19.5,36,1,97
2019-05-11 15:00:00+00:00,18.0,93,68,82
2019-05-11 14:00:00+00:00,17.8,61,34,4
2019-05-11 13:00:00+00:00,30.8,26,18,51
2019-05-11 12:00:00+00:00,30.2,43,5,29
2019-05-11 11:00:00+00:00,33.2,82,43,74
2019-05-11 10:00:00+00:00,36.8,58,71,80
2019-05-11 09:00:00+00:00,35.7,37,0,40
2019-05-11 08:00:00+00:00,32.1,97,67,72
2019-05-11 07:00:00+00:00,29.0,20,34,47
2019-05-11 06:00:00+00:00,28.9,43,44,12
2019-05-11 02:00:00+00:00,14.9,24,65,5
2019-05-11 01:00:00+00:00,15.5,9,41,64
2019-05-11 00:00:00+00:00,24.8,87,89,45
2019-05-10 23:00:00+00:00,26.0,5,24,14
2019-05-10 22:00:00+00:00,28.1,96,97,79
2019-05-10 21:00:00+00:00,37.0,25,3,67
2019-05-10 20:00:00+00:00,43.6,18,64,67
2019-05-10 19:00:00+00:00,39.3,79,40,42
2019-05-10 18:00:00+00:00,33.4,64,56,2
2019-05-10 17:00:00+00:00,37.8,72,54,33
2019-05-10 16:00:00+00:00,30.8,30,25,93
2019-05-10 15:00:00+00:00,29.6,42,68,9
2019-05-10 14:00:00+00:00,29.3,82,5,62
2019-05-10 13:00:00+00:00,22.0,63,18,32
2019-05-10 12:00:00+00:00,25.3,90,73,51
2019-05-10 11:00:00+00:00,23.2,55,2,35
2019-05-10 10:00:00+00:00,35.1,83,62,89
2019-05-10 09:00:00+00:00,53.4,56,95,80
2019-05-10 08:00:00+00:00,60.7,21,98,88
2019-05-10 07:00:00+00:00,57.3,84,98,18
2019-05-10 06:00:00+00:00,47.4,3,30,42
2019-05-10 05:00:00+00:00,37.8,35,26,79
2019-05-10 04:00:00+00:00,20.5,4,81,74
2019-05-10 03:00:00+00:00,15.0,25,79,85
2019-05-10 02:00:00+00:00,14.1,41,53,8
2019-05-10 01:00:00+00:00,19.1,56,48,79
2019-05-10 00:00:00+00:00,22.7,60,2,85
2019-05-09 23:00:00+00:00,26.7,43,46,76
2019-05-09 22:00:00+00:00,29.7,84,6,28
2019-05-09 21:00:00+00:00,34.5,26,70,99
2019-05-09 20:00:00+00:00,29.2,84,26,29
2019-05-09 19:00:00+00:00,23.8,40,69,78
2019-05-09 18:00:00+00:00,24.4,96,55,48
2019-05-09 17:00:00+00:00,29.9,7,17,15
2019-05-09 16:00:00+00:00,27.0,43,20,30
2019-05-09 15:00:00+00:00,23.9,3,51,40
2019-05-09 14:00:00+00:00,24.6,98,2,15
2019-05-09 13:00:00+00:00,21.3,5,77,35
2019-05-09 12:00:00+00:00,35.1,51,65,17
2019-05-09 11:00:00+00:00,34.2,94,53,40
2019-05-09 10:00:00+00:00,43.1,97,22,38
2019-05-09 09:00:00+00:00,32.3,69,42,19
2019-05-09 08:00:00+00:00,32.2,25,40,99
2019-05-09 07:00:00+00:00,49.0,2,30,23
2019-05-09 06:00:00+00:00,50.7,46,18,4
2019-05-09 05:00:00+00:00,34.5,13,65,79
2019-05-09 04:00:00+00:00,15.3,0,69,86
2019-05-09 03:00:00+00:00,10.4,30,98,36
2019-05-09 02:00:00+00:00,10.0,38,78,16
2019-05-09 01:00:00+00:00,10.6,99,60,71
2019-05-09 00:00:00+00:00,14.7,1,29,6
2019-05-08 23:00:00+00:00,25.2,44,76,17
2019-05-08 22:00:00+00:00,32.2,69,88,71
2019-05-08 21:00:00+00:00,48.9,99,99,85
2019-05-08 20:00:00+00:00,38.3,27,56,7
2019-05-08 19:00:00+00:00,41.3,58,2,49
2019-05-08 18:00:00+00:00,27.8,17,62,59
2019-05-08 17:00:00+00:00,29.3,20,23,33
2019-05-08 16:00:00+00:00,38.6,67,4,81
2019-05-08 15:00:00+00:00,26.0,40,38,62
2019-05-08 14:00:00+00:00,25.3,20,82,97
2019-05-08 13:00:00+00:00,14.3,5,3,32
2019-05-08 12:00:00+00:00,15.1,42,28,34
2019-05-08 11:00:00+00:00,21.4,78,3,63
2019-05-08 10:00:00+00:00,33.4,95,38,2
2019-05-08 09:00:00+00:00,19.7,60,58,91
2019-05-08 08:00:00+00:00,17.0,72,35,58
2019-05-08 07:00:00+00:00,19.5,44,27,15
2019-05-08 06:00:00+00:00,21.7,22,60,93
2019-05-08 05:00:00+00:00,19.3,68,65,84
2019-05-08 04:00:00+00:00,15.5,71,68,20
2019-05-08 03:00:00+00:00,13.5,28,63,90
2019-05-08 02:00:00+00:00,15.3,66,48,59
2019-05-08 01:00:00+00:00,19.6,50,97,38
2019-05-08 00:00:00+00:00,22.1,35,26,69
2019-05-07 23:00:00+00:00,34.0,70,7,60
2019-05-07 22:00:00+00:00,35.8,3,23,93
2019-05-07 21:00:00+00:00,33.9,78,51,6
2019-05-07 20:00:00+00:00,36.2,24,47,99
2019-05-07 19:00:00+00:00,26.8,57,34,93
2019-05-07 18:00:00+00:00,21.4,3,82,10
2019-05-07 17:00:00+00:00,22.3,46,27,99
2019-05-07 16:00:00+00:00,18.2,28,21,99
2019-05-07 15:00:00+00:00,11.7,80,45,1
2019-05-07 14:00:00+00:00,11.0,12,32,2
2019-05-07 13:00:00+00:00,13.2,16,75,9
2019-05-07 12:00:00+00:00,10.6,46,15,12
2019-05-07 11:00:00+00:00,13.0,86,73,60
2019-05-07 10:00:00+00:00,20.1,83,26,82
2019-05-07 09:00:00+00:00,34.5,49,3,31
2019-05-07 08:00:00+00:00,56.0,62,56,17
2019-05-07 07:00:00+00:00,67.9,51,6,73
2019-05-07 06:00:00+00:00,77.7,19,7,75
2019-05-07 05:00:00+00:00,72.4,24,41,52
2019-05-07 04:00:00+00:00,61.9,58,40,50
2019-05-07 03:00:00+00:00,50.4,97,28,66
2019-05-07 02:00:00+00:00,27.7,10,1,42
2019-05-07 01:00:00+00:00,25.0,67,68,15
2019-06-17 08:00:00+00:00,41.0,50,67,93
2019-06-17 07:00:00+00:00,45.0,5,32,49
2019-06-17 06:00:00+00:00,43.5,17,28,12
2019-06-17 05:00:00+00:00,42.5,97,60,83
2019-06-17 04:00:00+00:00,39.5,72,40,96
2019-06-17 03:00:00+00:00,36.0,16,13,14
2019-06-17 02:00:00+00:00,35.5,51,72,77
2019-06-17 01:00:00+00:00,42.0,76,32,64
2019-06-16 01:00:00+00:00,42.5,18,94,62
2019-06-15 01:00:00+00:00,17.5,13,47,45
2019-06-14 09:00:00+00:00,36.5,80,19,59
2019-06-13 01:00:00+00:00,28.5,3,67,5
2019-06-12 01:00:00+00:00,21.0,57,30,99
2019-06-11 01:00:00+00:00,7.5,3,87,50
2019-06-10 01:00:00+00:00,18.5,33,64,9
2019-06-09 01:00:00+00:00,10.0,89,11,26
2019-06-05 01:00:00+00:00,15.0,47,4,76
2019-06-01 01:00:00+00:00,52.5,6,36,10
2019-05-31 01:00:00+00:00,9.0,41,32,23
2019-05-30 01:00:00+00:00,7.5,55,22,3
2019-05-29 01:00:00+00:00,21.0,27,67,9
2019-05-28 01:00:00+00:00,11.0,34,4,72
2019-05-27 01:00:00+00:00,10.5,63,3,4
2019-05-26 01:00:00+00:00,53.0,68,14,91
2019-05-25 01:00:00+00:00,29.0,13,85,32
2019-05-24 01:00:00+00:00,74.5,56,99,74
2019-05-23 01:00:00+00:00,60.5,66,83,69
2019-05-22 01:00:00+00:00,20.5,32,45,54
2019-05-21 01:00:00+00:00,15.5,75,96,65
2019-05-20 15:00:00+00:00,25.5,93,8,58
